,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,unique_suit
580,2,1,3,4,3,6,3,8,4,13,3
581,2,2,2,6,3,8,3,9,3,10,2
582,1,4,2,4,2,9,3,11,4,12,4
583,2,1,2,3,3,7,3,9,4,13,3
584,1,2,2,5,2,10,4,10,4,12,3
585,1,1,1,1,2,4,3,8,4,9,4
586,1,1,1,5,3,7,4,8,4,11,3
587,1,2,1,5,4,5,4,7,4,11,2
588,1,2,1,4,2,5,3,6,4,13,4
589,1,2,1,8,1,10,2,13,4,13,3
590,1,2,2,4,3,6,3,9,4,13,4
591,2,3,3,4,3,6,4,7,4,9,3
592,1,5,1,7,3,9,4,10,4,11,3
593,1,5,1,5,2,8,4,9,4,13,3
594,2,3,3,3,3,7,3,11,3,12,2
595,1,1,3,4,3,7,4,12,4,12,3
596,1,1,2,6,2,7,3,9,3,11,3
597,1,2,1,4,2,7,3,11,4,12,4
598,1,3,2,4,2,4,4,7,4,9,3
599,1,2,2,6,4,9,4,11,4,12,3
600,1,2,2,5,2,8,3,10,4,13,4
601,2,1,3,2,3,4,4,10,4,13,3
602,1,3,2,7,3,8,3,12,4,13,4
603,2,1,2,6,3,7,4,13,4,13,3
604,2,1,2,2,3,7,3,9,4,10,3
605,1,1,2,3,3,11,3,12,3,12,3
606,2,1,2,2,3,11,3,13,3,13,2
607,2,6,2,7,3,8,3,8,4,13,3
608,1,3,1,7,3,7,4,10,4,11,3
609,1,4,2,6,3,7,3,9,4,11,4
610,1,3,2,8,2,10,4,10,4,13,3
611,1,4,2,7,3,10,4,11,4,13,4
612,1,2,2,5,3,6,3,7,4,13,4
613,2,5,2,7,3,7,4,8,4,12,3
614,1,3,2,7,3,8,3,10,4,10,4
615,1,2,1,5,1,6,4,9,4,11,2
616,2,1,2,2,2,2,3,3,4,9,3
617,1,1,2,7,2,8,3,9,4,12,4
618,1,1,1,2,3,6,4,10,4,11,3
619,1,3,2,4,2,6,2,7,3,9,3
620,1,6,2,8,2,10,3,10,3,13,3
621,1,2,2,4,3,10,3,11,4,13,4
622,1,3,2,4,2,9,2,9,4,13,3
623,2,1,3,2,3,4,4,6,4,12,3
624,1,3,1,5,1,9,3,10,4,13,3
625,3,1,3,4,3,9,4,10,4,12,2
626,1,2,1,4,1,7,4,8,4,13,2
627,1,1,2,1,3,5,4,5,4,12,4
628,1,4,2,5,3,7,4,8,4,11,4
629,2,2,2,5,3,11,3,12,4,13,3
630,1,7,2,8,3,9,4,12,4,12,4
631,1,3,1,4,1,5,4,5,4,8,2
632,1,1,1,3,3,5,4,10,4,11,3
633,2,4,2,6,3,7,4,8,4,11,3
634,1,1,1,5,3,5,4,10,4,11,3
635,1,2,1,3,2,6,2,12,3,13,3
636,1,4,3,6,3,9,3,11,4,12,3
637,1,1,2,4,2,6,3,11,3,13,3
638,1,4,1,6,1,8,2,12,2,13,2
639,1,8,2,8,3,9,3,13,4,13,4
640,1,3,1,4,3,4,4,9,4,13,3
641,1,1,1,2,1,10,2,10,2,13,2
642,1,6,1,8,1,8,3,12,4,13,3
643,1,1,1,2,2,7,3,8,3,12,3
644,1,1,1,1,1,3,3,6,3,9,2
645,1,4,1,9,2,10,3,11,3,12,3
646,1,5,2,6,2,6,3,10,3,13,3
647,1,4,1,7,1,8,2,10,2,13,2
648,1,1,1,3,2,12,3,12,4,12,4
649,1,3,2,5,3,8,4,9,4,9,4
650,1,4,2,5,3,7,3,13,4,13,4
651,1,2,3,5,3,6,3,9,4,10,3
652,2,1,3,3,3,10,3,12,4,13,3
653,2,1,3,3,3,6,3,10,3,12,2
654,1,8,1,9,3,12,3,12,4,12,3
655,1,1,1,3,2,4,4,9,4,11,3
656,2,3,3,5,3,7,3,10,3,12,2
657,1,1,1,6,2,9,2,10,2,11,2
658,2,3,3,7,3,7,4,8,4,12,3
659,1,1,1,5,2,5,2,11,3,12,3
660,4,1,4,3,4,5,4,6,4,8,1
661,1,2,1,4,2,7,2,12,2,12,2
662,1,1,1,6,3,11,3,12,4,13,3
663,1,4,1,5,3,8,3,11,4,12,3
664,1,1,2,2,3,5,3,7,3,11,3
665,1,1,2,1,2,4,4,11,4,12,3
666,3,2,4,4,4,7,4,9,4,11,2
667,1,7,1,7,2,9,3,10,4,13,4
668,1,1,1,2,2,2,3,8,4,9,4
669,1,3,1,7,1,9,2,12,3,13,3
670,1,2,1,4,1,8,3,10,4,13,3
671,1,4,1,6,2,11,3,12,3,12,3
672,2,4,2,7,2,12,3,12,3,13,2
673,1,2,1,4,3,7,3,7,4,10,3
674,1,2,2,2,2,3,2,4,3,13,3
675,1,2,1,3,2,6,3,7,3,10,3
676,1,1,3,7,3,8,3,10,4,13,3
677,1,4,2,10,3,11,3,12,3,13,3
678,2,1,3,2,3,8,3,10,4,12,3
679,1,2,2,6,3,7,3,8,3,12,3
680,1,4,1,5,4,7,4,10,4,10,2
681,1,1,3,3,3,4,4,8,4,9,3
682,1,6,1,6,2,7,3,10,3,13,3
683,1,2,2,10,2,11,4,11,4,12,3
684,2,2,2,9,3,9,3,11,4,12,3
685,1,4,2,5,3,7,4,7,4,12,4
686,2,5,3,7,4,9,4,13,4,13,3
687,1,1,2,3,2,3,2,13,3,13,3
688,1,4,2,11,2,12,2,12,3,13,3
689,1,1,1,4,2,7,2,10,4,12,3
690,1,4,2,4,4,7,4,11,4,11,3
691,2,1,2,3,3,7,4,10,4,11,3
692,1,3,2,8,3,9,4,12,4,12,4
693,1,4,1,6,2,9,4,11,4,13,3
694,1,3,2,3,2,7,3,9,4,12,4
695,1,2,2,3,2,6,2,6,4,7,3
696,1,3,2,3,2,9,2,10,3,11,3
697,1,3,2,5,3,8,3,12,4,13,4
698,4,2,4,3,4,4,4,5,4,12,1
699,2,4,2,6,3,10,4,13,4,13,3
700,1,1,2,2,2,5,4,11,4,13,3
701,1,3,2,5,2,8,3,9,3,11,3
702,1,2,1,5,1,9,3,11,3,12,2
703,1,1,1,2,3,2,3,5,4,13,3
704,1,3,2,9,3,9,3,11,4,13,4
705,1,6,1,11,2,12,3,13,4,13,4
706,1,4,2,9,2,12,4,12,4,13,3
707,1,1,2,2,2,3,3,4,3,4,3
708,1,1,1,4,4,8,4,11,4,13,2
709,1,4,1,6,2,8,2,8,3,11,3
710,1,2,1,6,3,10,4,11,4,13,3
711,1,1,2,5,2,6,3,10,4,11,4
712,1,6,2,7,2,7,3,10,4,13,4
713,2,7,2,8,3,8,4,9,4,12,3
714,1,4,1,4,2,5,3,7,4,12,4
715,1,4,2,7,3,8,3,10,4,10,4
716,1,4,2,4,2,5,2,9,4,10,3
717,1,1,2,4,2,5,3,6,3,9,3
718,2,5,2,5,3,6,4,7,4,11,3
719,1,5,2,6,3,9,4,12,4,13,4
720,1,1,1,2,2,3,2,4,4,7,3
721,1,1,1,2,3,2,4,5,4,9,3
722,1,1,2,2,2,4,4,6,4,10,3
723,1,1,1,4,1,6,2,10,4,13,3
724,2,2,2,7,3,9,3,10,4,11,3
725,1,1,1,2,1,5,3,9,3,10,2
726,2,6,2,6,3,8,4,8,4,9,3
727,2,1,2,2,2,5,4,9,4,12,2
728,1,2,1,4,2,10,2,10,3,12,3
729,1,1,2,6,3,7,3,7,4,12,4
730,1,2,3,3,3,3,3,6,4,13,3
731,1,1,2,5,2,8,4,8,4,11,3
732,1,2,1,3,2,5,3,12,3,13,3
733,1,2,2,5,2,9,4,10,4,12,3
734,1,1,1,3,3,4,3,8,4,13,3
735,1,5,2,9,2,10,3,12,3,13,3
736,1,4,1,6,2,9,3,12,4,12,4
737,2,1,2,4,3,6,3,11,4,13,3
738,1,2,2,3,2,3,3,5,4,7,4
739,1,5,1,10,1,10,1,12,3,13,2
740,1,4,2,6,3,8,3,9,4,10,4
741,1,2,1,6,2,9,2,10,4,13,3
742,1,1,1,7,1,7,2,10,4,13,3
743,1,4,2,6,2,7,2,8,2,10,2
744,1,1,2,8,4,10,4,10,4,12,3
745,1,2,2,3,3,7,3,8,4,9,4
746,1,2,1,4,2,8,2,12,4,12,3
747,1,4,1,5,2,6,2,6,3,8,3
748,1,2,2,10,2,10,3,11,3,12,3
749,2,2,3,7,3,8,4,9,4,10,3
750,2,2,2,3,2,3,3,4,4,11,3
751,2,2,2,2,2,4,4,5,4,6,2
752,2,1,3,1,3,5,4,10,4,11,3
753,2,6,2,6,3,8,3,11,3,12,2
754,1,3,2,4,3,5,3,9,4,9,4
755,1,8,2,9,3,10,4,11,4,13,4
756,1,1,1,2,2,3,3,4,4,13,4
757,2,3,2,4,3,9,4,10,4,11,3
758,1,2,1,5,1,6,4,8,4,11,2
759,1,1,3,3,3,7,4,10,4,12,3
760,1,1,3,2,3,4,3,11,4,12,3
761,1,1,2,4,2,10,3,10,3,11,3
762,1,1,1,2,2,3,2,7,4,10,3
763,1,3,1,6,2,7,2,9,4,12,3
764,2,3,2,5,3,8,3,9,4,12,3
765,2,2,3,7,3,7,3,11,4,13,3
766,1,2,2,4,2,4,2,10,4,12,3
767,1,1,2,3,2,7,2,9,3,10,3
768,1,1,1,2,2,6,3,6,4,12,4
769,1,7,3,8,3,9,4,10,4,11,3
770,1,1,2,4,3,10,4,10,4,11,4
771,1,1,1,4,3,7,4,10,4,13,3
772,1,2,1,3,1,3,2,5,2,7,2
773,3,3,3,4,4,5,4,9,4,13,2
774,1,3,1,3,2,7,2,9,3,13,3
775,1,2,3,4,3,7,3,9,3,13,2
776,1,3,1,6,2,8,3,9,4,13,4
777,1,5,1,6,2,8,4,10,4,13,3
778,1,2,4,6,4,6,4,10,4,13,2
779,1,1,1,2,2,2,3,5,4,11,4
780,1,1,2,1,2,6,3,6,4,9,4
781,1,1,2,2,2,2,3,5,4,11,4
782,1,2,2,2,3,5,3,8,4,13,4
783,1,1,1,5,3,6,3,10,4,12,3
784,1,1,2,7,3,8,4,9,4,13,4
785,1,3,1,5,1,5,4,7,4,9,2
786,1,4,1,5,3,6,3,8,4,8,3
787,1,1,2,4,2,5,3,8,4,13,4
788,1,4,3,5,3,8,3,12,4,13,3
789,1,2,2,10,3,12,4,12,4,13,4
790,1,1,2,5,3,7,3,7,4,13,4
791,2,3,2,6,4,8,4,10,4,13,2
792,2,3,2,4,3,7,4,10,4,12,3
793,1,1,2,7,3,8,4,8,4,9,4
794,1,2,1,8,2,12,3,13,4,13,4
795,1,4,2,4,3,5,3,9,3,11,3
796,1,4,1,5,2,5,3,11,4,12,4
797,1,1,3,7,3,7,4,9,4,13,3
798,1,1,1,3,3,5,3,9,4,11,3
799,1,4,1,6,2,10,4,11,4,13,3
800,1,3,2,4,3,6,4,6,4,9,4
801,1,2,2,3,2,3,4,6,4,13,3
802,1,1,1,2,4,4,4,8,4,9,2
803,1,1,1,7,1,8,1,9,4,11,2
804,1,1,1,5,2,9,3,9,4,9,4
805,1,3,1,4,2,4,3,8,4,10,4
806,1,1,1,4,2,5,4,6,4,8,3
807,2,1,2,3,2,6,3,8,3,9,2
808,1,2,2,2,2,4,3,5,4,12,4
809,1,1,1,2,1,5,2,6,4,12,3
810,1,2,2,2,3,6,4,10,4,12,4
811,1,1,2,6,3,7,4,9,4,11,4
812,1,2,1,4,3,5,3,8,4,12,3
813,1,4,2,4,3,9,4,9,4,11,4
814,2,1,2,3,2,4,2,12,2,13,1
815,2,1,2,5,2,7,2,8,3,12,2
816,1,4,1,5,2,5,3,13,3,13,3
817,1,5,1,8,1,10,2,12,3,13,3
818,2,3,3,5,3,8,3,9,4,13,3
819,1,1,1,4,2,5,4,8,4,13,3
820,1,1,1,1,2,4,4,7,4,11,3
821,1,6,1,8,1,8,3,10,4,11,3
822,1,3,2,7,4,11,4,12,4,13,3
823,1,2,2,5,4,9,4,10,4,11,3
824,1,1,1,3,1,4,3,8,4,12,3
825,1,1,3,3,4,4,4,6,4,7,3
826,1,3,1,5,2,7,3,11,4,13,4
827,1,1,2,1,2,1,3,4,3,8,3
828,2,4,2,5,2,12,2,12,4,13,2
829,2,2,2,5,3,5,4,7,4,11,3
830,2,6,2,8,3,8,4,11,4,12,3
831,2,3,3,9,3,12,4,12,4,13,3
832,1,2,1,2,3,9,3,9,4,13,3
833,1,8,2,9,2,10,3,10,4,13,4
834,1,2,2,4,2,5,4,7,4,12,3
835,1,2,2,3,2,5,3,12,4,13,4
836,2,6,2,6,3,8,4,8,4,11,3
837,1,1,1,9,2,10,2,11,4,12,3
838,1,6,1,7,2,10,4,10,4,12,3
839,1,3,1,9,3,10,4,13,4,13,3
840,1,2,1,4,2,10,3,11,4,13,4
841,1,1,1,4,2,5,3,8,4,9,4
842,1,2,1,3,2,5,2,6,4,9,3
843,1,1,2,2,3,9,3,9,4,13,4
844,1,1,3,2,3,6,3,10,4,11,3
845,1,1,2,5,2,7,3,11,3,13,3
846,3,6,3,9,4,10,4,12,4,13,2
847,1,3,3,4,3,5,3,11,4,13,3
848,1,3,1,3,2,7,4,8,4,10,3
849,1,4,3,5,3,6,3,11,3,13,2
850,1,2,2,3,2,4,4,5,4,6,3
851,2,1,2,1,3,2,3,5,4,8,3
852,1,2,2,2,2,3,4,7,4,8,3
853,2,1,3,6,4,6,4,9,4,13,3
854,1,2,1,3,3,8,3,10,4,13,3
855,1,3,1,5,2,5,3,8,3,12,3
856,1,1,1,6,3,7,3,9,4,9,3
857,1,2,1,8,1,9,3,11,4,13,3
858,1,1,1,6,3,7,4,8,4,11,3
859,1,1,2,2,2,3,3,5,4,13,4
860,1,3,2,4,3,7,3,9,4,11,4
861,1,5,1,8,3,11,4,11,4,13,3
862,1,4,2,5,3,6,3,12,4,13,4
863,1,2,2,7,2,8,2,10,2,11,2
864,2,2,2,3,2,5,3,8,4,11,3
865,1,5,1,5,2,10,3,11,4,11,4
866,2,3,2,6,3,8,3,12,4,13,3
867,1,2,1,5,1,7,2,9,4,11,3
868,1,1,1,3,2,9,3,11,3,12,3
869,2,1,2,3,3,6,4,9,4,12,3
870,1,5,3,6,3,7,3,8,3,12,2
871,2,1,3,3,3,5,4,9,4,10,3
872,1,5,1,9,3,11,4,13,4,13,3
873,2,1,2,1,3,4,3,7,4,8,3
874,2,1,2,2,2,3,2,7,3,8,2
875,1,7,2,10,3,11,3,12,4,13,4
876,1,5,1,7,1,8,2,8,3,10,3
877,2,1,2,2,2,6,2,9,4,12,2
878,1,4,2,7,2,9,3,11,4,13,4
879,1,1,1,2,2,11,4,12,4,13,3
880,1,5,1,6,2,11,3,11,4,12,4
881,1,2,1,8,1,8,2,10,4,11,3
882,1,2,1,3,3,9,4,9,4,12,3
883,1,3,2,5,2,8,3,10,4,12,4
884,1,2,1,3,1,5,2,7,3,10,3
885,1,2,1,5,1,7,2,8,4,9,3
886,1,4,1,6,1,9,4,10,4,13,2
887,1,3,2,4,2,4,4,8,4,10,3
888,1,3,2,6,3,6,3,11,4,11,4
889,2,2,3,4,3,9,4,9,4,12,3
890,1,7,2,8,2,10,3,12,3,13,3
891,1,1,2,6,3,8,3,11,4,12,4
892,1,1,1,3,2,7,3,11,3,11,3
893,1,3,3,9,4,12,4,13,4,13,3
894,1,1,1,2,1,6,3,9,3,10,2
895,1,3,2,4,4,6,4,8,4,11,3
896,1,1,2,2,2,5,2,9,3,11,3
897,1,1,1,3,1,11,1,12,3,13,2
898,2,6,3,10,3,11,4,12,4,13,3
899,1,2,2,7,3,7,4,8,4,9,4
900,1,5,2,6,4,8,4,8,4,12,3
901,1,2,1,2,3,9,4,9,4,12,3
902,1,2,2,7,2,7,3,8,3,10,3
903,1,3,3,7,3,11,4,12,4,13,3
904,1,3,2,3,2,9,3,12,3,12,3
905,2,1,2,1,3,2,3,9,4,13,3
906,1,2,2,5,4,9,4,10,4,13,3
907,1,2,1,3,2,8,3,12,4,13,4
908,1,2,1,3,2,5,2,9,4,13,3
909,1,5,2,6,3,11,4,11,4,12,4
910,1,1,2,2,2,2,3,3,4,11,4
911,1,2,2,5,2,7,2,8,4,10,3
912,1,3,2,7,3,7,4,8,4,8,4
913,1,1,2,4,2,5,3,13,3,13,3
914,1,1,2,2,2,6,3,9,4,10,4
915,1,4,2,5,2,5,3,7,4,9,4
916,1,1,3,7,4,9,4,13,4,13,3
917,1,5,2,7,2,8,4,12,4,13,3
918,1,4,2,5,2,9,3,11,4,12,4
919,1,1,1,9,2,10,3,11,3,13,3
920,1,2,1,5,2,7,4,10,4,10,3
921,1,2,1,5,3,6,3,7,4,10,3
922,1,1,1,5,1,6,1,9,1,12,1
923,1,3,2,4,2,8,3,11,4,13,4
924,1,4,1,5,2,12,2,13,2,13,2
925,1,9,2,10,3,12,3,13,4,13,4
926,1,1,2,2,2,3,3,7,4,8,4
927,1,1,1,5,2,8,2,9,4,12,3
928,1,2,2,3,3,4,3,10,4,12,4
929,1,2,2,6,2,7,2,8,4,10,3
930,1,2,2,6,3,6,3,7,4,11,4
931,1,8,2,9,3,9,4,12,4,13,4
932,1,3,1,5,2,7,3,8,4,13,4
933,2,3,2,6,3,7,4,9,4,12,3
934,3,1,4,3,4,5,4,6,4,12,2
935,1,2,1,3,3,9,4,9,4,10,3
936,2,1,2,3,3,3,3,9,3,10,2
937,1,1,2,1,3,5,3,7,4,10,4
938,1,1,2,2,3,4,4,4,4,10,4
939,1,1,2,3,2,9,3,9,3,13,3
940,1,1,2,1,3,8,3,9,4,12,4
941,2,4,3,6,4,10,4,11,4,11,3
942,1,2,2,6,2,6,4,8,4,12,3
943,1,3,2,5,2,8,3,8,4,10,4
944,1,2,2,3,2,6,3,8,3,11,3
945,2,2,2,3,3,4,4,6,4,9,3
946,1,1,2,4,3,6,3,12,4,13,4
947,1,4,2,4,3,9,3,12,4,12,4
948,1,10,2,11,2,11,3,12,4,13,4
949,2,5,2,8,2,9,3,11,3,12,2
950,1,5,2,6,3,8,4,9,4,13,4
951,1,2,1,2,1,4,3,5,4,8,3
952,1,1,3,6,3,8,3,12,4,13,3
953,1,4,2,4,3,6,4,7,4,9,4
954,2,1,2,1,2,2,4,13,4,13,2
955,2,4,3,4,3,6,4,8,4,12,3
956,1,2,2,3,2,9,3,12,3,13,3
957,1,2,1,4,4,5,4,6,4,7,2
958,1,2,1,2,2,3,4,4,4,10,3
959,1,3,3,3,3,5,3,7,4,9,3
960,1,8,2,8,2,9,3,11,3,12,3
961,1,1,1,3,3,12,4,13,4,13,3
962,1,1,3,5,4,6,4,7,4,11,3
963,1,3,2,3,3,8,3,9,4,13,4
964,1,2,2,3,2,8,3,11,4,12,4
965,1,1,3,4,3,6,3,7,4,13,3
966,1,2,1,4,1,7,2,11,3,12,3
967,2,1,3,10,4,11,4,12,4,12,3
968,2,1,3,1,3,5,4,11,4,13,3
969,1,1,1,2,3,11,4,12,4,12,3
970,1,1,1,2,2,2,4,11,4,11,3
971,1,1,1,5,2,5,3,8,4,13,4
972,2,2,2,5,2,7,3,8,3,9,2
973,1,4,3,5,3,8,3,9,3,10,2
974,1,3,2,8,3,10,4,11,4,13,4
975,1,1,2,3,3,4,4,6,4,11,4
976,4,4,4,7,4,9,4,10,4,12,1
977,1,6,2,7,2,8,3,9,4,9,4
978,1,2,2,7,2,9,3,10,3,11,3
979,2,3,3,5,3,7,4,8,4,9,3
980,1,2,2,7,3,8,3,8,4,13,4
981,1,2,3,4,3,6,3,8,4,9,3
982,2,3,2,5,4,6,4,13,4,13,2
983,1,2,1,2,2,7,3,8,4,11,4
984,1,1,1,3,2,7,3,7,4,13,4
985,2,1,3,2,3,10,4,11,4,12,3
986,2,2,3,4,3,5,4,12,4,13,3
987,1,2,2,5,3,7,4,8,4,10,4
988,1,1,2,1,3,8,4,9,4,13,4
989,1,3,1,4,3,4,4,7,4,12,3
990,3,3,3,5,3,9,3,11,3,13,1
991,1,1,1,3,2,5,2,8,3,12,3
992,1,2,2,6,2,6,3,11,4,13,4
993,1,7,2,8,2,10,3,11,3,13,3
994,1,3,2,7,3,10,4,11,4,13,4
995,1,6,1,9,1,9,3,12,4,13,3
996,1,3,2,6,3,11,3,11,3,13,3
997,1,4,2,9,3,10,3,10,3,13,3
998,1,1,1,2,1,4,2,8,4,9,3
999,1,3,1,3,1,11,3,12,4,13,3
1000,1,1,2,2,2,3,3,6,4,6,4
1001,1,4,2,5,3,8,4,9,4,11,4
1002,1,1,2,2,2,2,4,3,4,6,3
1003,1,2,2,4,3,5,3,8,3,8,3
1004,1,3,3,9,3,9,4,11,4,13,3
1005,1,2,1,2,3,4,4,10,4,11,3
1006,1,2,1,4,3,5,4,9,4,13,3
1007,1,2,2,4,3,8,4,11,4,11,4
1008,2,3,2,6,3,8,4,9,4,12,3
1009,1,1,1,1,2,5,3,7,4,10,4
1010,1,2,1,9,2,10,4,13,4,13,3
1011,1,2,2,4,2,5,4,6,4,7,3
1012,1,5,2,6,2,9,2,11,4,13,3
1013,2,2,2,3,3,7,3,9,4,11,3
1014,2,1,2,4,4,7,4,12,4,12,2
1015,1,1,3,2,3,5,3,7,4,9,3
1016,2,2,2,3,2,6,4,8,4,9,2
1017,1,1,1,4,2,9,3,11,4,12,4
1018,1,3,1,7,3,9,4,11,4,12,3
1019,1,4,2,4,3,5,4,7,4,9,4
1020,1,7,3,8,3,9,3,10,3,11,2
1021,1,3,2,6,3,9,4,11,4,12,4
1022,1,6,1,7,2,9,3,12,4,13,4
1023,2,3,2,4,3,4,4,6,4,7,3
1024,1,2,1,4,2,7,3,10,4,10,4
1025,1,1,1,5,2,8,3,9,4,13,4
1026,1,3,1,4,1,6,1,10,3,12,2
1027,1,1,1,1,2,6,3,9,3,12,3
1028,2,4,3,6,3,7,4,10,4,11,3
1029,1,2,1,5,2,7,3,12,4,13,4
1030,1,1,1,4,3,6,4,7,4,10,3
1031,2,1,4,5,4,7,4,8,4,9,2
1032,1,2,1,3,2,6,3,11,4,11,4
1033,1,2,2,4,3,5,4,9,4,11,4
1034,1,3,1,4,2,5,3,9,4,10,4
1035,1,5,2,7,2,9,3,9,4,11,4
1036,1,1,2,3,2,5,3,6,4,10,4
1037,1,3,2,7,2,7,3,8,3,12,3
1038,1,3,3,6,3,7,4,8,4,12,3
1039,1,1,1,2,1,8,2,12,3,13,3
1040,1,5,2,6,2,7,4,9,4,9,3
1041,2,1,2,5,2,7,3,9,3,9,2
1042,1,2,2,3,3,11,3,11,4,12,4
1043,1,2,2,3,2,13,4,13,4,13,3
1044,1,1,2,9,4,10,4,10,4,11,3
1045,1,5,3,6,3,8,4,9,4,13,3
1046,2,2,3,6,4,7,4,10,4,10,3
1047,2,2,3,2,3,8,4,8,4,13,3
1048,1,5,2,9,2,10,3,11,4,11,4
1049,1,3,2,5,2,6,2,10,3,10,3
1050,1,2,2,3,2,6,3,10,4,13,4
1051,2,2,2,5,2,6,3,7,4,13,3
1052,1,1,3,1,3,8,3,13,4,13,3
1053,1,2,1,3,2,4,3,5,3,9,3
1054,1,2,1,3,1,9,3,9,3,10,2
1055,1,1,2,3,4,4,4,5,4,9,3
1056,1,2,2,4,3,5,3,6,3,11,3
1057,1,3,1,3,1,5,3,11,4,13,3
1058,2,2,3,4,3,4,3,7,3,11,2
1059,1,1,1,2,3,8,4,10,4,12,3
1060,1,1,2,8,3,8,3,9,3,10,3
1061,1,2,2,6,4,8,4,10,4,11,3
1062,1,1,1,2,3,5,4,8,4,10,3
1063,1,5,2,6,2,7,3,8,3,9,3
1064,2,1,3,4,4,5,4,8,4,10,3
1065,1,2,1,3,1,10,2,11,3,12,3
1066,2,1,2,3,3,4,3,5,3,5,2
1067,2,6,2,9,2,11,2,11,3,13,2
1068,1,6,1,11,2,11,4,12,4,13,3
1069,1,5,3,7,3,9,3,12,3,13,2
1070,1,1,2,5,3,5,3,7,4,8,4
1071,1,1,3,3,3,6,3,8,4,10,3
1072,2,1,2,6,2,7,3,7,4,8,3
1073,1,3,3,7,4,9,4,11,4,12,3
1074,1,3,1,5,2,6,2,9,3,9,3
1075,2,2,2,4,3,7,3,9,4,11,3
1076,2,6,3,8,3,8,4,9,4,10,3
1077,1,4,2,7,3,9,4,11,4,13,4
1078,2,1,2,1,3,4,4,6,4,7,3
1079,1,1,2,4,2,7,4,7,4,10,3
1080,1,1,1,4,2,4,2,7,3,13,3
1081,1,2,2,2,2,2,3,6,4,8,4
1082,1,2,3,4,3,6,3,8,4,11,3
1083,1,1,3,5,4,5,4,6,4,13,3
1084,1,3,3,6,3,10,4,11,4,13,3
1085,1,1,2,3,3,4,3,8,3,10,3
1086,1,1,2,5,3,7,4,9,4,11,4
1087,1,1,3,1,4,4,4,12,4,13,3
1088,2,2,3,2,3,7,3,9,4,11,3
1089,1,5,2,7,2,10,2,12,4,13,3
1090,1,3,3,6,4,12,4,13,4,13,3
1091,1,4,2,6,3,8,3,9,4,13,4
1092,1,1,2,6,3,7,4,11,4,13,4
1093,1,1,2,2,4,2,4,7,4,7,3
1094,1,2,2,4,3,8,3,10,4,12,4
1095,1,4,1,7,2,8,2,10,4,13,3
1096,2,2,2,6,2,7,3,10,4,10,3
1097,1,1,2,3,3,5,4,8,4,8,4
1098,1,3,2,3,2,5,4,9,4,10,3
1099,1,3,3,5,3,5,4,7,4,8,3
1100,2,2,3,8,3,10,4,11,4,11,3
1101,1,2,2,7,2,8,3,10,3,11,3
1102,2,1,2,2,3,11,3,13,3,13,2
1103,1,1,2,2,3,5,4,6,4,10,4
1104,1,3,1,4,1,7,2,9,3,10,3
1105,1,2,1,3,2,4,3,10,4,12,4
1106,1,1,1,2,3,7,3,7,4,7,3
1107,1,4,1,7,2,8,3,11,4,12,4
1108,1,1,2,3,3,4,3,6,4,7,4
1109,1,5,2,6,2,9,3,9,4,13,4
1110,1,1,1,5,2,12,3,13,4,13,4
1111,1,4,2,6,3,11,3,12,4,13,4
1112,1,1,4,4,4,7,4,8,4,13,2
1113,1,3,1,5,2,8,3,10,4,13,4
1114,1,1,1,2,2,10,2,11,4,12,3
1115,1,2,2,5,2,7,3,8,4,9,4
1116,1,3,2,8,3,9,3,10,3,13,3
1117,1,1,1,2,2,3,2,6,2,8,2
1118,2,6,2,7,2,9,3,9,4,13,3
1119,1,2,1,5,1,7,4,9,4,11,2
1120,1,7,3,8,3,10,4,11,4,13,3
1121,1,3,1,5,4,9,4,10,4,10,2
1122,2,2,2,7,2,8,3,9,3,13,2
1123,1,2,2,4,2,7,3,8,4,10,4
1124,1,1,2,6,2,7,3,10,4,10,4
1125,1,1,1,5,1,6,2,13,3,13,3
1126,1,1,3,3,4,7,4,8,4,12,3
1127,1,1,2,5,4,5,4,8,4,11,3
1128,1,3,3,5,3,8,4,10,4,13,3
1129,1,2,1,3,2,10,2,10,3,13,3
1130,1,4,4,7,4,11,4,11,4,13,2
1131,1,1,1,6,3,8,4,12,4,12,3
1132,1,3,2,5,2,6,3,7,4,8,4
1133,1,3,1,7,1,9,3,11,3,11,2
1134,2,3,2,4,2,10,3,12,4,13,3
1135,1,1,3,3,3,6,4,6,4,11,3
1136,1,6,1,9,2,11,2,12,4,13,3
1137,1,1,1,3,2,4,4,9,4,10,3
1138,1,2,2,2,3,8,4,9,4,13,4
1139,1,1,2,4,2,11,4,11,4,13,3
1140,1,4,2,5,2,7,4,10,4,12,3
1141,1,7,1,9,3,10,4,12,4,13,3
1142,2,4,2,6,3,10,3,10,4,13,3
1143,2,1,2,5,3,7,4,10,4,11,3
1144,1,6,2,7,3,7,4,9,4,9,4
1145,1,3,1,3,2,5,2,8,3,10,3
1146,1,5,2,5,3,6,3,6,4,9,4
1147,1,2,1,3,1,5,4,6,4,8,2
1148,1,2,2,2,3,3,4,9,4,13,4
1149,2,3,3,6,3,7,4,8,4,10,3
1150,2,6,2,8,2,9,3,10,4,10,3
1151,1,3,2,9,2,10,2,11,4,13,3
1152,1,1,2,7,2,8,2,11,4,13,3
1153,1,1,1,4,1,5,4,7,4,8,2
1154,1,2,2,3,2,4,3,5,4,9,4
